,Name,Rating,Genre,Release date,Runtime,Director,Link
1710,To All the Boys: Always and Forever,77.0,"Romance, Comedy, Drama",        02/12/2021 (US)      ,              1h 55m          ,Michael Fimognari,https://www.themoviedb.org/movie/154400
1711,Fever Dream,59.0,"Thriller, Drama, Mystery, Horror",        10/06/2021 (ES)      ,              1h 33m          ,Claudia Llosa,https://www.themoviedb.org/movie/758510
1712,The Drop,67.0,"Drama, Crime",        09/12/2014 (US)      ,              1h 46m          ,Michaël R. Roskam,https://www.themoviedb.org/movie/796822
1713,A Gruta,64.0,Horror,        10/29/2020 (BR)      ,              1h 38m          ,Arthur Vinciprova,https://www.themoviedb.org/movie/89636
1714,DRagON BALL P2 2wice dropda bbeet,15.0,,        07/01/2008 (US)      ,              1m          ,Petra Cortright,https://www.themoviedb.org/movie/20943
1715,Dragon Ball: Plan to Eradicate the Super Saiyans,71.0,"Action, Animation, Adventure",        11/11/2010 (JP)      ,              30m          ,Yoshihiro Ueda,https://www.themoviedb.org/movie/15016
1716,The Ugly Truth,65.0,"Comedy, Romance",        07/24/2009 (US)      ,              1h 36m          ,Robert Luketic,https://www.themoviedb.org/movie/173185
1717,Barbie of Swan Lake,70,"Animation, Family",        09/29/2003 (US)      ,              1h 21m          ,Owen Hurley,https://www.themoviedb.org/movie/466272
1718,It Boy,63.0,Comedy,        03/06/2013 (FR)      ,              1h 32m          ,David Moreau,https://www.themoviedb.org/movie/493922
1719,Once Upon a Time… in Hollywood,74.0,"Comedy, Drama, Thriller",        07/26/2019 (IN)      ,              2h 42m          ,Quentin Tarantino,https://www.themoviedb.org/movie/533642
1720,Hereditary,72.0,"Horror, Mystery, Thriller",        06/21/2018 (IN)      ,              2h 8m          ,Ari Aster,https://www.themoviedb.org/movie/627661
1721,Child's Play,60,Horror,        06/21/2019 (US)      ,              1h 30m          ,Lars Klevberg,https://www.themoviedb.org/movie/499338
1722,Cranston Academy: Monster Zone,63.0,"Adventure, Science Fiction, Animation, Fantasy, Horror",        04/29/2020 (IT)      ,              1h 20m          ,Leopoldo Aguilar,https://www.themoviedb.org/movie/537190
1723,I Believe,71.0,Family,        11/07/2017 (US)      ,              1h 30m          ,Stacey Peretzki,https://www.themoviedb.org/movie/823855
1724,Rampant,68.0,"Action, Horror, Drama, Fantasy",        10/25/2018 (KR)      ,              2h 2m          ,Kim Sung-hoon,https://www.themoviedb.org/movie/499932
1725,I Am All Girls,66.0,"Crime, Drama, Mystery, Thriller",        05/14/2021 (US)      ,              1h 47m          ,Donovan Marsh,https://www.themoviedb.org/movie/393457
1726,The Devil All the Time,73.0,"Crime, Drama, Thriller",        09/11/2020 (US)      ,              2h 18m          ,Antonio Campos,https://www.themoviedb.org/movie/176983
1727,Fences,68.0,Drama,        12/25/2016 (US)      ,              2h 19m          ,Denzel Washington,https://www.themoviedb.org/movie/97735
1728,One Piece Film: Z,75.0,"Action, Adventure, Animation",        12/15/2012 (JP)      ,              1h 48m          ,Tatsuya Nagamine,https://www.themoviedb.org/movie/19173
1729,The Spanish Main,64.0,"Adventure, Drama, Romance",        10/01/1945 (US)      ,              1h 40m          ,Frank Borzage,https://www.themoviedb.org/movie/13700
1730,Diary of a Nymphomaniac,55.0,"Drama, Romance",        10/17/2008 (ES)      ,              1h 42m          ,Christian Molina,https://www.themoviedb.org/movie/112355
1731,Home on the Range,60,"Animation, Family",        04/02/2004 (US)      ,              1h 16m          ,Will Finn,https://www.themoviedb.org/movie/20829
1732,What the Peeper Saw,57.0,"Horror, Drama, Thriller",        10/14/1972 (IT)      ,              1h 29m          ,James Kelley,https://www.themoviedb.org/movie/882812
1733,Funny People,58.0,"Comedy, Drama",        07/31/2009 (US)      ,              2h 26m          ,Judd Apatow,https://www.themoviedb.org/movie/559957
1734,No me echen ese muerto,71.0,Comedy,        10/09/2021 (MX)      ,None,Fernando Ayllón,https://www.themoviedb.org/movie/37211
1735,Shanghai Fortress,56.0,"Science Fiction, War",        08/09/2019 (CN)      ,              1h 47m          ,Teng Hua-Tao,https://www.themoviedb.org/movie/329
1736,Scooby-Doo! and the Reluctant Werewolf,74.0,"Animation, Comedy, Family, Mystery, TV Movie",        07/11/2002 (DE)      ,              1h 31m          ,Ray Patterson,https://www.themoviedb.org/movie/59108
1737,Jurassic Park,79.0,"Adventure, Science Fiction",        04/15/1994 (IN)      ,              2h 7m          ,Steven Spielberg,https://www.themoviedb.org/movie/181533
1738,Tower Heist,60,"Action, Comedy",        11/04/2011 (IN)      ,              1h 44m          ,Brett Ratner,https://www.themoviedb.org/movie/323272
1739,Night at the Museum: Secret of the Tomb,62.0,"Adventure, Comedy, Fantasy, Family",        12/19/2014 (US)      ,              1h 38m          ,Shawn Levy,https://www.themoviedb.org/movie/57737
1740,War Room,79.0,"Drama, Romance",        08/28/2015 (US)      ,              2h          ,Alex Kendrick,https://www.themoviedb.org/movie/659954
1741,Barbie: A Fairy Secret,67.0,"Animation, Family, Fantasy",        03/15/2011 (US)      ,              1h 12m          ,William Lau,https://www.themoviedb.org/movie/79218
1742,Azor,63.0,"Drama, Thriller",        09/10/2021 (US)      ,              1h 40m          ,Andreas Fontana,https://www.themoviedb.org/movie/106909
1743,Ice Age: A Mammoth Christmas,64.0,"Animation, Family, TV Movie",        11/24/2011 (US)      ,              26m          ,Karen Disher,https://www.themoviedb.org/movie/34584
1744,The School Teacher,50,Comedy,        07/11/1975 (IT)      ,              1h 29m          ,Nando Cicero,https://www.themoviedb.org/movie/820446
1745,The NeverEnding Story,72.0,"Drama, Family, Fantasy, Adventure",        04/05/1984 (DE)      ,              1h 42m          ,Wolfgang Petersen,https://www.themoviedb.org/movie/1370
1746,Rambo III,61.0,"Action, Adventure, Thriller, War",        05/24/1988 (US)      ,              1h 42m          ,Peter MacDonald,https://www.themoviedb.org/movie/552095
1747,PAW Patrol: Mighty Pups,75.0,"Adventure, Animation, Family, Action",        10/04/2018 (AU)      ,              44m          ,Charles E. Bastien,https://www.themoviedb.org/movie/86834
1748,Noah,56.0,"Drama, Adventure",        03/28/2014 (US)      ,              2h 18m          ,Darren Aronofsky,https://www.themoviedb.org/movie/26338
1749,Romance,53.0,"Drama, Romance",        04/14/1999 (FR)      ,              1h 39m          ,Catherine Breillat,https://www.themoviedb.org/movie/323372
1750,The Corpse of Anna Fritz,70,"Drama, Thriller",        10/30/2015 (ES)      ,              1h 16m          ,Hèctor Hernández Vicens,https://www.themoviedb.org/movie/45781
1751,Hole in One,41.0,Comedy,        09/12/2009 (US)      ,              1h 35m          ,Drew Ann Rosenberg,https://www.themoviedb.org/movie/667141
1752,12 Hour Shift,54.0,"Thriller, Horror, Comedy, Crime",        10/02/2020 (US)      ,              1h 28m          ,Brea Grant,https://www.themoviedb.org/movie/1402
1753,The Pursuit of Happyness,79.0,Drama,        12/14/2006 (US)      ,              1h 57m          ,Gabriele Muccino,https://www.themoviedb.org/movie/609242
1754,The Heist of the Century,79.0,"Comedy, Thriller, Crime",        01/16/2020 (AR)      ,              1h 54m          ,Ariel Winograd,https://www.themoviedb.org/movie/72213
1755,Courageous,75.0,Drama,        09/30/2011 (US)      ,              2h 9m          ,Alex Kendrick,https://www.themoviedb.org/movie/605
1756,The Matrix Revolutions,67.0,"Adventure, Action, Thriller, Science Fiction",        11/05/2003 (US)      ,              2h 9m          ,Lana Wachowski,https://www.themoviedb.org/movie/406563
1757,Insidious: The Last Key,62.0,"Horror, Mystery, Thriller",        01/05/2018 (US)      ,              1h 43m          ,Adam Robitel,https://www.themoviedb.org/movie/257445
1758,Goosebumps,63.0,"Adventure, Horror, Comedy",        10/23/2015 (IN)      ,              1h 43m          ,Rob Letterman,https://www.themoviedb.org/movie/960713
1759,Franco Escamilla: Clown!,0,Comedy,        04/28/2022 (MX)      ,              2h 36m          ,Franco Escamilla,https://www.themoviedb.org/movie/170
1760,28 Days Later,72.0,"Horror, Thriller, Science Fiction",        06/27/2003 (US)      ,              1h 53m          ,Danny Boyle,https://www.themoviedb.org/movie/213927
1761,Born to Race: Fast Track,66.0,Action,        03/20/2014 (US)      ,              1h 34m          ,Alex Ranarivelo,https://www.themoviedb.org/movie/590223
1762,Love and Monsters,74.0,"Comedy, Action, Adventure, Fantasy",        10/16/2020 (US)      ,              1h 49m          ,Michael Matthews,https://www.themoviedb.org/movie/764
1763,The Evil Dead,73.0,Horror,        10/15/1981 (US)      ,              1h 25m          ,Sam Raimi,https://www.themoviedb.org/movie/516632
1764,The Empty Man,61.0,"Horror, Mystery, Thriller",        10/23/2020 (US)      ,              2h 17m          ,David Prior,https://www.themoviedb.org/movie/608804
1765,The Girl Who Killed Her Parents,65.0,"Crime, Drama, Thriller",        09/24/2021 (BR)      ,              1h 25m          ,Maurício Eça,https://www.themoviedb.org/movie/82633
1766,Lawless,70,"Crime, Drama, Western",        08/29/2012 (US)      ,              1h 55m          ,John Hillcoat,https://www.themoviedb.org/movie/599975
1767,Countdown,64.0,"Horror, Thriller",        10/25/2019 (US)      ,              1h 30m          ,Justin Dec,https://www.themoviedb.org/movie/659986
1768,The Owners,58.0,"Thriller, Horror",        09/04/2020 (US)      ,              1h 32m          ,Julius Berg,https://www.themoviedb.org/movie/483455
1769,Bungo Stray Dogs: Dead Apple,82.0,"Animation, Action, Comedy, Mystery, Crime, Fantasy",        03/03/2018 (JP)      ,              1h 30m          ,Takuya Igarashi,https://www.themoviedb.org/movie/381890
1770,The Mermaid,64.0,"Comedy, Fantasy, Romance",        02/08/2016 (CN)      ,              1h 33m          ,Stephen Chow,https://www.themoviedb.org/movie/378108
1771,In This Corner of the World,81.0,"Drama, Animation, Romance, War, History",        11/12/2016 (JP)      ,              2h 10m          ,Sunao Katabuchi,https://www.themoviedb.org/movie/497984
1772,Monster Hunt 2,67.0,"Adventure, Comedy, Fantasy",        02/16/2018 (CN)      ,              1h 50m          ,Raman Hui,https://www.themoviedb.org/movie/424998
1773,The Case for Christ,68.0,Drama,        04/07/2017 (US)      ,              1h 52m          ,Jon Gunn,https://www.themoviedb.org/movie/9016
1774,Treasure Planet,75.0,"Adventure, Animation, Family, Fantasy, Science Fiction",        11/27/2002 (US)      ,              1h 35m          ,John Musker,https://www.themoviedb.org/movie/62206
1775,30 Minutes or Less,57.0,"Action, Adventure, Comedy",        11/12/2011 (CA)      ,              1h 23m          ,Ruben Fleischer,https://www.themoviedb.org/movie/299963
1776,Dragon Ball Z: Gather Together! Goku's World,71.0,"Action, Animation, Adventure",        09/17/1992 (JP)      ,              26m          ,Ruben Fleischer,https://www.themoviedb.org/movie/4108
1777,The Transporter,67.0,"Action, Crime, Thriller",        10/02/2002 (US)      ,              1h 32m          ,Corey Yuen,https://www.themoviedb.org/movie/204082
1778,Homefront,70,"Action, Thriller",        11/27/2013 (US)      ,              1h 40m          ,Gary Fleder,https://www.themoviedb.org/movie/431821
1779,The Irregular at Magic High School: The Girl Who Summons the Stars,60,"Science Fiction, Action, Animation, Fantasy",        06/17/2017 (JP)      ,              1h 30m          ,Risako Yoshida,https://www.themoviedb.org/movie/776909
1780,Sounds Like Love,65.0,"Comedy, Romance",        09/29/2021 (ES)      ,              1h 50m          ,Juana Macías,https://www.themoviedb.org/movie/459992
1781,Long Shot,67.0,"Comedy, Romance",        05/03/2019 (US)      ,              2h 5m          ,Jonathan Levine,https://www.themoviedb.org/movie/806950
1782,Dog Years,63.0,"Romance, Comedy",        10/22/2021 (IT)      ,              1h 37m          ,Fabio Mollo,https://www.themoviedb.org/movie/522627
1783,The Gentlemen,77.0,"Crime, Action, Comedy",        01/24/2020 (US)      ,              1h 53m          ,Guy Ritchie,https://www.themoviedb.org/movie/718032
1784,Licorice Pizza,71.0,"Drama, Comedy",        12/25/2021 (US)      ,              2h 13m          ,Paul Thomas Anderson,https://www.themoviedb.org/movie/787752
1785,Fresh,69.0,"Thriller, Horror, Romance",        01/20/2022 (US)      ,              1h 54m          ,Mimi Cave,https://www.themoviedb.org/movie/588
1786,Silent Hill,65.0,"Horror, Mystery",        04/21/2006 (CA)      ,              2h 5m          ,Christophe Gans,https://www.themoviedb.org/movie/681429
1787,Be Careful What You Wish For,66.0,Horror,        04/24/2020 (MX)      ,              1h 31m          ,Agustín Oso Tapia,https://www.themoviedb.org/movie/253412
1788,Everest,68.0,"Drama, Adventure, History",        09/18/2015 (IN)      ,              2h 1m          ,Baltasar Kormákur,https://www.themoviedb.org/movie/11811
1789,Leprechaun,56.0,"Comedy, Horror",        01/08/1993 (US)      ,              1h 31m          ,Mark Jones,https://www.themoviedb.org/movie/593655
1790,Castle Freak,49.0,Horror,        12/04/2020 (US)      ,              1h 46m          ,Tate Steinsiek,https://www.themoviedb.org/movie/14560
1791,Paul Blart: Mall Cop,54.0,"Action, Adventure, Comedy, Family",        01/15/2009 (US)      ,              1h 31m          ,Steve Carr,https://www.themoviedb.org/movie/891657
1792,LEGO Hidden Side: Night of the Harbinger,61.0,Animation,        10/31/2020 (US)      ,              44m          ,Michael D. Black,https://www.themoviedb.org/movie/709717
1793,The Maid,64.0,"Horror, Thriller, Drama, Fantasy",        07/13/2020 (TW)      ,              1h 42m          ,Lee Thongkham,https://www.themoviedb.org/movie/9291
1794,The Longest Yard,66.0,Comedy,        05/27/2005 (US)      ,              1h 53m          ,Peter Segal,https://www.themoviedb.org/movie/360249
1795,The Last King,57.0,"Action, Adventure, Drama, History",        02/16/2016 (NO)      ,              1h 40m          ,Nils Gaup,https://www.themoviedb.org/movie/242828
1796,When Marnie Was There,80,"Animation, Drama",        07/19/2014 (JP)      ,              1h 43m          ,Hiromasa Yonebayashi,https://www.themoviedb.org/movie/692969
1797,Cadaver,56.0,"Drama, Horror, Thriller",        10/22/2020 (IN)      ,              1h 26m          ,Jarand Herdal,https://www.themoviedb.org/movie/413126
1798,Phantom of the Kill: Zero's Rebellion,68.0,"Action, Animation, Adventure, Fantasy, Mystery",        04/07/2016 (JP)      ,              21m          ,Naoyoshi Shiotani,https://www.themoviedb.org/movie/860720
