,Name,Rating,Genre,Release date,Runtime,Director,Link
1534,Desire,55.0,"Drama, Romance",        06/06/2013 (US)      ,              1h 43m          ,Laurent Bouhnik,https://www.themoviedb.org/movie/86331
1535,Midsommar,71.0,"Horror, Drama, Mystery",        07/03/2019 (US)      ,              2h 28m          ,Ari Aster,https://www.themoviedb.org/movie/530385
1536,I Care a Lot,66.0,"Comedy, Crime, Thriller, Drama",        02/19/2021 (RU)      ,              1h 59m          ,J Blakeson,https://www.themoviedb.org/movie/601666
1537,The Addams Family,67.0,"Family, Animation, Comedy",        10/11/2019 (US)      ,              1h 26m          ,Greg Tiernan,https://www.themoviedb.org/movie/481084
1538,Alvin and the Chipmunks,58.0,"Comedy, Family, Fantasy, Animation",        12/16/2007 (US)      ,              1h 32m          ,Tim Hill,https://www.themoviedb.org/movie/6477
1539,Princess Protection Program,66.0,"Family, TV Movie, Comedy, Drama",        06/26/2009 (US)      ,              1h 29m          ,Allison Liddi-Brown,https://www.themoviedb.org/movie/19458
1540,Saving Private Ryan,82.0,"Drama, History, War",        07/24/1998 (US)      ,              2h 49m          ,Steven Spielberg,https://www.themoviedb.org/movie/857
1541,Kingsglaive: Final Fantasy XV,68.0,"Animation, Science Fiction, Action",        07/09/2016 (JP)      ,              1h 55m          ,Takeshi Nozue,https://www.themoviedb.org/movie/390734
1542,Fate/kaleid liner Prisma☆Illya: Vow in the Snow,69.0,"Action, Animation, Drama, Fantasy",        08/26/2017 (JP)      ,              1h 29m          ,Shin Oonuma,https://www.themoviedb.org/movie/461083
1543,The Change-Up,61.0,Comedy,        08/05/2011 (US)      ,              1h 52m          ,David Dobkin,https://www.themoviedb.org/movie/49520
1544,The Wizard of Oz,76.0,"Adventure, Fantasy, Family",        08/25/1939 (US)      ,              1h 42m          ,Victor Fleming,https://www.themoviedb.org/movie/630
1545,The Princess Switch 3: Romancing the Star,69.0,"Romance, Comedy",        11/18/2021 (ES)      ,              1h 46m          ,Mike Rohl,https://www.themoviedb.org/movie/785533
1546,Texas Chainsaw 3D,54.0,"Horror, Thriller",        01/04/2013 (US)      ,              1h 32m          ,John Luessenhop,https://www.themoviedb.org/movie/76617
1547,Cloverfield,66.0,"Action, Thriller, Science Fiction",        01/15/2008 (US)      ,              1h 25m          ,Matt Reeves,https://www.themoviedb.org/movie/7191
1548,Ghost Rider,55.0,"Thriller, Action, Fantasy",        02/16/2007 (US)      ,              1h 54m          ,Mark Steven Johnson,https://www.themoviedb.org/movie/1250
1549,Reap the Wild Wind,66.0,"Adventure, Drama, Romance",        03/26/1942 (US)      ,              1h 59m          ,Cecil B. DeMille,https://www.themoviedb.org/movie/63617
1550,King Kong,68.0,"Adventure, Drama, Action",        12/16/2005 (IN)      ,              3h 7m          ,Peter Jackson,https://www.themoviedb.org/movie/254
1551,Midway,71.0,"War, History, Action, Drama",        11/08/2019 (CA)      ,              2h 18m          ,Roland Emmerich,https://www.themoviedb.org/movie/522162
1552,Single All the Way,65.0,"Romance, Comedy, Drama",        12/02/2021 (US)      ,              1h 39m          ,Michael Mayer,https://www.themoviedb.org/movie/810873
1553,Freaks,68.0,"Science Fiction, Thriller, Drama, Mystery",        09/13/2019 (DE)      ,              1h 45m          ,Zach Lipovsky,https://www.themoviedb.org/movie/539892
1554,The Nun,55.0,"Horror, Mystery",        11/03/2005 (ES)      ,              1h 41m          ,Luis de la Madrid,https://www.themoviedb.org/movie/42968
1555,The Garden of Words,76.0,"Animation, Drama, Romance",        05/31/2013 (JP)      ,              46m          ,Makoto Shinkai,https://www.themoviedb.org/movie/198375
1556,The Wild,55.0,"Family, Animation",        04/14/2006 (CA)      ,              1h 35m          ,Steve 'Spaz' Williams,https://www.themoviedb.org/movie/9904
1557,A Walk to Remember,77.0,"Drama, Romance",        01/25/2002 (US)      ,              1h 41m          ,Adam Shankman,https://www.themoviedb.org/movie/10229
1558,A Dog Named Palma,83.0,"Family, Romance",        03/18/2021 (RU)      ,              1h 50m          ,Alexandr Domogarov Jr.,https://www.themoviedb.org/movie/583833
1559,Wild Child,67.0,"Comedy, Drama, Romance",        08/15/2008 (GB)      ,              1h 38m          ,Nick Moore,https://www.themoviedb.org/movie/13971
1560,Greta,66.0,"Mystery, Thriller, Horror",        04/19/2019 (IE)      ,              1h 38m          ,Neil Jordan,https://www.themoviedb.org/movie/471506
1561,Kuroko no Basket Movie 3: Winter Cup Soushuuhen - Tobira no Mukou,72.0,Animation,        12/03/2016 (JP)      ,              1h 30m          ,Shunsuke Tada,https://www.themoviedb.org/movie/448969
1562,Akira,80,"Animation, Science Fiction, Action",        07/16/1988 (JP)      ,              2h 4m          ,"Katsuhiro OtomoAuthor, ",https://www.themoviedb.org/movie/149
1563,Lulli,59.0,"Comedy, Romance, Fantasy",        12/26/2021 (BR)      ,              1h 30m          ,César Rodrigues,https://www.themoviedb.org/movie/700127
1564,Tinker Bell and the Pirate Fairy,68.0,"Animation, Family",        02/13/2014 (DK)      ,              1h 18m          ,Peggy Holmes,https://www.themoviedb.org/movie/175112
1565,Angel Has Fallen,65.0,"Action, Thriller",        08/23/2019 (US)      ,              2h 2m          ,Ric Roman Waugh,https://www.themoviedb.org/movie/423204
1566,Come True,62.0,"Science Fiction, Horror",        09/24/2020 (CA)      ,              1h 45m          ,Anthony Scott Burns,https://www.themoviedb.org/movie/515454
1567,Ride or Die,65.0,"Drama, Romance, Thriller",        04/15/2021 (JP)      ,              2h 22m          ,Ryuichi Hiroki,https://www.themoviedb.org/movie/796849
1568,The Marine 3: Homefront,62.0,Action,        03/05/2013 (US)      ,              1h 26m          ,Scott Wiper,https://www.themoviedb.org/movie/171581
1569,Alpha,64.0,"Adventure, Drama",        08/24/2018 (IN)      ,              1h 37m          ,Albert Hughes,https://www.themoviedb.org/movie/399360
1570,The Osiris Child,54.0,Science Fiction,        02/17/2016 (ES)      ,              1h 35m          ,Shane Abbess,https://www.themoviedb.org/movie/354282
1571,Glass,67.0,"Thriller, Drama, Science Fiction",        01/18/2019 (IN)      ,              2h 9m          ,M. Night Shyamalan,https://www.themoviedb.org/movie/450465
1572,A Dog's Journey,81.0,"Family, Adventure, Drama",        05/30/2019 (HK)      ,              1h 49m          ,Gail Mancuso,https://www.themoviedb.org/movie/522518
1573,Dolittle,67.0,"Family, Fantasy, Adventure",        01/17/2020 (IN)      ,              1h 41m          ,Stephen Gaghan,https://www.themoviedb.org/movie/448119
1574,Barbie in A Mermaid Tale,72.0,"Animation, Family, Fantasy",        03/09/2010 (US)      ,              1h 15m          ,Adam Wood,https://www.themoviedb.org/movie/34134
1575,The Visit,63.0,"Horror, Thriller, Mystery",        09/11/2015 (US)      ,              1h 34m          ,M. Night Shyamalan,https://www.themoviedb.org/movie/298312
1576,A Nightmare on Elm Street,55.0,"Horror, Mystery, Thriller",        04/30/2010 (US)      ,              1h 35m          ,Samuel Bayer,https://www.themoviedb.org/movie/23437
1577,Minions,64.0,"Family, Animation, Adventure, Comedy",        07/09/2015 (IN)      ,              1h 31m          ,Pierre Coffin,https://www.themoviedb.org/movie/127708
1578,Halo Effect,35.0,"Adventure, Documentary",        01/01/2012 (US)      ,              47m          ,Steve Fisher,https://www.themoviedb.org/movie/817451
1579,Endangered Species,61.0,"Thriller, Action",        05/28/2021 (US)      ,              1h 41m          ,M.J. Bassett,https://www.themoviedb.org/movie/262504
1580,Allegiant,61.0,"Adventure, Science Fiction, Action, Mystery",        03/18/2016 (US)      ,              2h          ,Robert Schwentke,https://www.themoviedb.org/movie/575604
1581,The Call,76.0,"Thriller, Mystery, Science Fiction",        11/27/2020 (KR)      ,              1h 52m          ,Lee Chung-hyun,https://www.themoviedb.org/movie/74997
1582,The Human Centipede 2 (Full Sequence),48.0,"Drama, Horror, Crime",        10/07/2011 (US)      ,              1h 31m          ,Tom Six,https://www.themoviedb.org/movie/192577
1583,Space Pirate Captain Harlock,66.0,"Animation, Science Fiction",        09/07/2013 (JP)      ,              1h 55m          ,Shinji Aramaki,https://www.themoviedb.org/movie/800823
1584,The Kids Are Alright: Destination Asturias,48.0,"Comedy, Family",        07/08/2021 (ES)      ,              1h 29m          ,Santiago Segura,https://www.themoviedb.org/movie/12244
1585,9,69.0,"Action, Adventure, Animation, Science Fiction, Thriller",        09/09/2009 (US)      ,              1h 19m          ,Shane Acker,https://www.themoviedb.org/movie/680
1586,Pulp Fiction,85.0,"Thriller, Crime",        10/14/1994 (US)      ,              2h 34m          ,Quentin Tarantino,https://www.themoviedb.org/movie/558
1587,Spider-Man 2,72.0,"Action, Adventure, Fantasy",        07/23/2004 (IN)      ,              2h 7m          ,Sam Raimi,https://www.themoviedb.org/movie/18
1588,The Fifth Element,75.0,"Adventure, Fantasy, Action, Thriller, Science Fiction",        08/19/1997 (IN)      ,              2h 6m          ,Luc Besson,https://www.themoviedb.org/movie/183011
1589,Justice League: The Flashpoint Paradox,79.0,"Science Fiction, Animation, Action, Adventure",        07/30/2013 (MX)      ,              1h 15m          ,Jay Oliva,https://www.themoviedb.org/movie/479455
1590,Men in Black: International,60,"Comedy, Science Fiction",        06/14/2019 (IN)      ,              1h 55m          ,F. Gary Gray,https://www.themoviedb.org/movie/7446
1591,Tropic Thunder,66.0,"Action, Comedy, Adventure, War",        08/13/2008 (US)      ,              1h 47m          ,Ben Stiller,https://www.themoviedb.org/movie/531309
1592,Downton Abbey: A New Era,74.0,"Drama, History, Romance",        04/29/2022 (GB)      ,              2h 5m          ,Simon Curtis,https://www.themoviedb.org/movie/20453
1593,Brightburn,61.0,"Horror, Thriller, Science Fiction",        05/24/2019 (US)      ,              1h 31m          ,David Yarovesky,https://www.themoviedb.org/movie/633515
1594,3 Idiots,80,"Drama, Comedy",        12/25/2009 (IN)      ,              2h 50m          ,Rajkumar Hirani,https://www.themoviedb.org/movie/76589
1595,The Forgotten Battle,72.0,"War, History, Drama",        06/05/2021 (NL)      ,              2h 4m          ,Matthijs van Heijningen Jr.,https://www.themoviedb.org/movie/567748
1596,Justice League: Doom,75.0,"Action, Animation, Science Fiction",        02/28/2012 (US)      ,              1h 17m          ,Lauren Montgomery,https://www.themoviedb.org/movie/193756
1597,The Guilty,64.0,"Drama, Thriller",        09/24/2021 (US)      ,              1h 31m          ,Antoine Fuqua,https://www.themoviedb.org/movie/228165
1598,Lone Survivor,74.0,"War, Action, Drama, History",        01/17/2014 (IN)      ,              2h 1m          ,Peter Berg,https://www.themoviedb.org/movie/718633
1599,The SpongeBob Movie: Sponge Out of Water,61.0,"Family, Adventure, Comedy, Fantasy, Animation",        02/06/2015 (US)      ,              1h 33m          ,Paul Tibbitt,https://www.themoviedb.org/movie/116711
1600,Bruised,70,Drama,        11/17/2021 (US)      ,              2h 9m          ,Halle Berry,https://www.themoviedb.org/movie/1371
1601,Epic,65.0,"Animation, Adventure, Family, Fantasy",        05/24/2013 (US)      ,              1h 42m          ,Chris Wedge,https://www.themoviedb.org/movie/353081
1602,Rocky III,68.0,Drama,        05/28/1982 (US)      ,              1h 39m          ,Sylvester Stallone,https://www.themoviedb.org/movie/11186
1603,Mission: Impossible - Fallout,74.0,"Action, Adventure",        07/27/2018 (IN)      ,              2h 27m          ,Christopher McQuarrie,https://www.themoviedb.org/movie/379291
1604,Child's Play 2,62.0,"Horror, Thriller",        11/09/1990 (US)      ,              1h 24m          ,John Lafia,https://www.themoviedb.org/movie/82700
1605,Justice League vs. Teen Titans,74.0,"Science Fiction, Action, Animation",        05/13/2016 (ES)      ,              1h 18m          ,Sam Liu,https://www.themoviedb.org/movie/487242
1606,After Earth,52.0,"Science Fiction, Action, Adventure",        05/31/2013 (US)      ,              1h 40m          ,M. Night Shyamalan,https://www.themoviedb.org/movie/440355
1607,Suicide Squad: Hell to Pay,71.0,"Science Fiction, Action, Animation",        05/09/2018 (NL)      ,              1h 26m          ,Sam Liu,https://www.themoviedb.org/movie/1366
1608,The Royal Exchange,63.0,"History, Drama",        12/27/2017 (FR)      ,              1h 41m          ,Marc Dugain,https://www.themoviedb.org/movie/314095
1609,Rocky,78.0,Drama,        11/21/1976 (US)      ,              2h          ,John G. Avildsen,https://www.themoviedb.org/movie/664767
1610,The Lost City of Z,64.0,"Adventure, Drama, History",        04/21/2017 (IN)      ,              2h 21m          ,James Gray,https://www.themoviedb.org/movie/456929
1611,Mortal Kombat Legends: Scorpion's Revenge,83.0,"Animation, Action, Fantasy",        04/12/2020 (US)      ,              1h 20m          ,Ethan Spaulding,https://www.themoviedb.org/movie/80184
1612,Champions,76.0,"Drama, Comedy",        04/06/2018 (ES)      ,              2h 4m          ,Javier Fesser,https://www.themoviedb.org/movie/680319
1613,The Hidden Face,73.0,"Thriller, Mystery",        09/16/2011 (ES)      ,              1h 32m          ,Andrés Baiz,https://www.themoviedb.org/movie/25565
1614,We Broke Up,61.0,"Romance, Comedy",        04/23/2021 (US)      ,              1h 22m          ,Jeff Rosenberg,https://www.themoviedb.org/movie/711475
1615,Transformers: Beginnings,69.0,"Animation, Action, Thriller, Science Fiction",        10/16/2006 (US)      ,              22m          ,Jeff Rosenberg,https://www.themoviedb.org/movie/267860
1616,Here Today,73.0,"Comedy, Drama",        05/07/2021 (US)      ,              1h 57m          ,Billy Crystal,https://www.themoviedb.org/movie/514710
1617,London Has Fallen,61.0,"Action, Thriller",        03/03/2016 (GB)      ,              1h 39m          ,Babak Najafi,https://www.themoviedb.org/movie/41446
1618,Modest Heroes,67.0,"Animation, Fantasy, Adventure, Drama",        08/24/2018 (JP)      ,              54m          ,Hiromasa Yonebayashi,https://www.themoviedb.org/movie/619264
1619,Scream 4,64.0,"Horror, Mystery",        04/15/2011 (US)      ,              1h 51m          ,Wes Craven,https://www.themoviedb.org/movie/278927
1620,The Platform,70,"Drama, Science Fiction, Thriller",        11/08/2019 (ES)      ,              1h 35m          ,Galder Gaztelu-Urrutia,https://www.themoviedb.org/movie/290764
1621,The Jungle Book,69.0,"Family, Adventure, Drama, Fantasy",        04/08/2016 (IN)      ,              1h 46m          ,Jon Favreau,https://www.themoviedb.org/movie/8274
1622,Tracers,61.0,Action,        03/20/2015 (US)      ,              1h 34m          ,Daniel Benmayor,https://www.themoviedb.org/movie/70436
1623,American Pie Presents: Band Camp,55.0,Comedy,        12/30/2005 (US)      ,              1h 34m          ,Steve Rash,https://www.themoviedb.org/movie/575803
1624,The Raven,63.0,"Crime, Thriller, Mystery",        05/18/2012 (IN)      ,              1h 51m          ,James McTeigue,https://www.themoviedb.org/movie/23172
1625,My Extraordinary Summer with Tess,74.0,Drama,        07/03/2019 (NL)      ,              1h 22m          ,Steven Wouterlood,https://www.themoviedb.org/movie/282069
1626,The Spy Next Door,58.0,"Action, Comedy, Family",        01/15/2010 (US)      ,              1h 34m          ,Brian Levant,https://www.themoviedb.org/movie/137106
1627,Parasyte: Part 1,71.0,"Science Fiction, Horror",        11/29/2014 (JP)      ,              1h 49m          ,Takashi Yamazaki,https://www.themoviedb.org/movie/36647
1628,The Lego Movie,74.0,"Adventure, Animation, Comedy, Family, Fantasy",        02/07/2014 (IN)      ,              1h 40m          ,Phil Lord,https://www.themoviedb.org/movie/48171
1629,Blade,67.0,"Horror, Action",        08/21/1998 (US)      ,              2h          ,Stephen Norrington,https://www.themoviedb.org/movie/55301
1630,The Rite,61.0,"Drama, Thriller, Horror",        01/28/2011 (US)      ,              1h 54m          ,Mikael Håfström,https://www.themoviedb.org/movie/136400
1631,Alvin and the Chipmunks: Chipwrecked,57.0,"Comedy, Fantasy, Family, Music, Animation",        12/16/2011 (US)      ,              1h 27m          ,Mike Mitchell,https://www.themoviedb.org/movie/205596
1632,2 Guns,65.0,"Action, Comedy, Crime",        08/02/2013 (US)      ,              1h 49m          ,Baltasar Kormákur,https://www.themoviedb.org/movie/74998
1633,The Imitation Game,80,"History, Drama, Thriller, War",        12/19/2014 (US)      ,              1h 53m          ,Morten Tyldum,https://www.themoviedb.org/movie/417320
1634,Seeking Justice,59.0,"Action, Drama, Thriller",        03/16/2012 (US)      ,              1h 45m          ,Roger Donaldson,https://www.themoviedb.org/movie/68724
1635,Descendants 2,74.0,"Family, Fantasy, TV Movie, Music, Adventure, Action, Romance",        09/05/2017 (DE)      ,              1h 51m          ,Kenny Ortega,https://www.themoviedb.org/movie/357096
1636,Elysium,65.0,"Science Fiction, Action, Drama, Thriller",        08/16/2013 (IN)      ,              1h 49m          ,Neill Blomkamp,https://www.themoviedb.org/movie/177677
1637,I Spit on Your Grave III: Vengeance is Mine,57.0,"Horror, Thriller",        10/01/2015 (UA)      ,              1h 31m          ,R.D. Braunstein,https://www.themoviedb.org/movie/785537
1638,Mission: Impossible - Rogue Nation,72.0,"Action, Adventure",        08/07/2015 (IN)      ,              2h 11m          ,Christopher McQuarrie,https://www.themoviedb.org/movie/378236
1639,Last Summer,59.0,"Romance, Drama",        07/09/2021 (TR)      ,              1h 41m          ,Ozan Açıktan,https://www.themoviedb.org/movie/546554
1640,The Emoji Movie,55.0,"Animation, Family, Comedy",        07/23/2017 (US)      ,              1h 26m          ,Tony Leondis,https://www.themoviedb.org/movie/59967
1641,Knives Out,79.0,"Comedy, Crime, Mystery",        11/27/2019 (IN)      ,              2h 11m          ,Rian Johnson,https://www.themoviedb.org/movie/567690
1642,Looper,69.0,"Action, Thriller, Science Fiction",        10/12/2012 (IN)      ,              1h 58m          ,Rian Johnson,https://www.themoviedb.org/movie/136795
1643,Dear Evan Hansen,64.0,Drama,        09/24/2021 (US)      ,              2h 17m          ,Stephen Chbosky,https://www.themoviedb.org/movie/616651
1644,The Heat,66.0,"Action, Comedy, Crime",        06/28/2013 (IN)      ,              1h 57m          ,Paul Feig,https://www.themoviedb.org/movie/417859
1645,Stillwater,68.0,"Drama, Crime, Thriller",        07/30/2021 (US)      ,              2h 19m          ,Tom McCarthy,https://www.themoviedb.org/movie/722778
1646,Puss in Boots,64.0,"Animation, Adventure, Comedy, Family",        10/28/2011 (US)      ,              1h 30m          ,Chris Miller,https://www.themoviedb.org/movie/308531
1647,The Hand of God,76.0,Drama,        12/02/2021 (GR)      ,              2h 10m          ,Paolo Sorrentino,https://www.themoviedb.org/movie/153518
1648,Teenage Mutant Ninja Turtles: Out of the Shadows,60,"Action, Adventure, Comedy, Family, Science Fiction",        06/03/2016 (US)      ,              1h 52m          ,Dave Green,https://www.themoviedb.org/movie/49021
1649,The Angry Birds Movie,62.0,"Animation, Adventure, Comedy",        05/27/2016 (IN)      ,              1h 37m          ,Clay Kaytis,https://www.themoviedb.org/movie/205126
1650,Killer Elite,63.0,"Action, Adventure, Thriller",        11/01/2011 (AU)      ,              1h 56m          ,Gary McKendry,https://www.themoviedb.org/movie/437109
1651,Independence Daysaster,46.0,"Action, Science Fiction",        06/27/2013 (US)      ,              1h 26m          ,W.D. Hogan,https://www.themoviedb.org/movie/835739
1652,The Villainess,69.0,"Drama, Action",        06/08/2017 (KR)      ,              2h 9m          ,Jung Byung-gil,https://www.themoviedb.org/movie/888492
1653,Super Monsters: Once Upon a Rhyme,63.0,Animation,        06/01/2021 (HU)      ,None,Jung Byung-gil,https://www.themoviedb.org/movie/136835
1654,A Forbidden Orange,46.0,"Documentary, History",        12/17/2021 (US)      ,              1h 25m          ,Pedro González Bermúdez,https://www.themoviedb.org/movie/393345
1655,No Good Deed,60,"Crime, Thriller",        09/12/2014 (US)      ,              1h 23m          ,Sam Miller,https://www.themoviedb.org/movie/532321
1656,Cult of Chucky,58.0,"Horror, Thriller",        10/23/2017 (BR)      ,              1h 31m          ,Don Mancini,https://www.themoviedb.org/movie/618344
1657,Re:ZERO -Starting Life in Another World- Memory Snow,72.0,"Animation, Adventure, Fantasy",        10/06/2018 (JP)      ,              1h          ,Masaharu Watanabe,https://www.themoviedb.org/movie/227719
1658,Justice League Dark: Apokolips War,84.0,"Animation, Action, Adventure, Fantasy, Science Fiction",        05/05/2020 (US)      ,              1h 30m          ,Matt Peters,https://www.themoviedb.org/movie/77951
1659,Project Almanac,66.0,"Science Fiction, Thriller, Drama",        01/30/2015 (US)      ,              1h 46m          ,Dean Israelite,https://www.themoviedb.org/movie/37786
1660,Walking with Dinosaurs,60,"Animation, Family, Adventure",        12/20/2013 (US)      ,              1h 27m          ,Neil Nightingale,https://www.themoviedb.org/movie/373879
1661,Sex and the City 2,61.0,"Comedy, Drama, Romance",        05/27/2010 (US)      ,              2h 26m          ,Michael Patrick King,https://www.themoviedb.org/movie/1359
1662,One Piece: Adventure of Nebulandia,74.0,"Action, Animation, Adventure, Comedy, Fantasy",        12/20/2015 (US)      ,              1h 46m          ,Konosuke Uda,https://www.themoviedb.org/movie/627290
1663,American Psycho,74.0,"Thriller, Drama, Crime",        04/14/2000 (US)      ,              1h 42m          ,Mary Harron,https://www.themoviedb.org/movie/41733
1664,Antebellum,63.0,Horror,        09/02/2020 (ES)      ,              1h 45m          ,Christopher Renz,https://www.themoviedb.org/movie/300803
1665,Due Date,63.0,"Comedy, Drama",        11/04/2010 (US)      ,              1h 35m          ,Todd Phillips,https://www.themoviedb.org/movie/93837
1666,Dragonheart 3: The Sorcerer's Curse,54.0,Fantasy,        02/24/2015 (US)      ,              1h 37m          ,Colin Teague,https://www.themoviedb.org/movie/772
1667,So Undercover,62.0,"Action, Comedy",        12/06/2012 (GB)      ,              1h 34m          ,Tom Vaughan,https://www.themoviedb.org/movie/524216
1668,Home Alone 2: Lost in New York,67.0,"Comedy, Family, Adventure",        11/19/1992 (US)      ,              2h          ,Chris Columbus,https://www.themoviedb.org/movie/311056
1669,The Mortuary Collection,69.0,"Fantasy, Horror",        10/08/2020 (RU)      ,              1h 48m          ,Ryan Spindell,https://www.themoviedb.org/movie/606870
1670,Beyond the Boundary: I'll Be Here – Past,69.0,"Animation, Fantasy, Action, Drama, Comedy",        03/15/2015 (JP)      ,              1h 22m          ,Taichi Ishidate,https://www.themoviedb.org/movie/288985
1671,The Survivor,80,"Drama, History",        04/07/2022 (RU)      ,              2h 9m          ,Barry Levinson,https://www.themoviedb.org/movie/25475
1672,The Porno Killers,31.0,"Crime, Action",        04/20/1980 (IT)      ,              1h 22m          ,Roberto Mauri,https://www.themoviedb.org/movie/146216
1673,Tinker Bell and the Lost Treasure,68.0,"Animation, Family, Adventure, Fantasy",        10/16/2009 (US)      ,              1h 21m          ,Klay Hall,https://www.themoviedb.org/movie/76285
1674,RED 2,65.0,"Action, Comedy, Crime, Thriller",        07/18/2013 (IN)      ,              1h 56m          ,Dean Parisot,https://www.themoviedb.org/movie/374195
1675,Percy Jackson: Sea of Monsters,60,"Adventure, Family, Fantasy",        08/07/2013 (US)      ,              1h 46m          ,Thor Freudenthal,https://www.themoviedb.org/movie/709629
1676,Garo: Divine Flame,53.0,"Action, Animation",        04/01/2016 (JP)      ,              1h 18m          ,Yuichiro Hayashi,https://www.themoviedb.org/movie/98567
1677,War of Likes,78.0,Comedy,        03/12/2021 (MX)      ,              1h 43m          ,María Ripoll,https://www.themoviedb.org/movie/274857
1678,Chinese Zodiac,61.0,"Action, Adventure",        01/04/2013 (IN)      ,              1h 49m          ,Jackie Chan,https://www.themoviedb.org/movie/16871
1679,King Arthur: Legend of the Sword,65.0,"Action, Drama, Fantasy",        05/12/2017 (IN)      ,              2h 6m          ,Guy Ritchie,https://www.themoviedb.org/movie/778814
1680,Drag Me to Hell,63.0,"Horror, Thriller",        03/15/2009 (US)      ,              1h 39m          ,Sam Raimi,https://www.themoviedb.org/movie/756278
1681,Daisy Quokka: World’s Scariest Animal,67.0,"Animation, Comedy, Family",        02/04/2021 (NZ)      ,              1h 28m          ,Ricard Cussó,https://www.themoviedb.org/movie/726429
1682,Haunting of the Mary Celeste,58.0,Horror,        10/23/2020 (US)      ,              1h 14m          ,Shana Betz,https://www.themoviedb.org/movie/296099
1683,Xtreme,66.0,"Action, Adventure, Crime",        06/04/2021 (ES)      ,              1h 51m          ,Daniel Benmayor,https://www.themoviedb.org/movie/110420
1684,Vacation,63.0,Comedy,        07/30/2015 (IN)      ,              1h 39m          ,John Francis Daley,https://www.themoviedb.org/movie/28178
1685,Wolf Children,83.0,"Animation, Drama, Family, Fantasy",        07/21/2012 (JP)      ,              1h 57m          ,Mamoru Hosoda,https://www.themoviedb.org/movie/595149
1686,Hachi: A Dog's Tale,80,"Drama, Family",        03/12/2010 (GB)      ,              1h 33m          ,Lasse Hallström,https://www.themoviedb.org/movie/736596
1687,Death of Me,50,"Horror, Mystery",        11/29/2020 (UA)      ,              1h 35m          ,Darren Lynn Bousman,https://www.themoviedb.org/movie/260372
1688,Chao in Space,73.0,"Animation, Science Fiction",        12/12/2019 (US)      ,              4m          ,Tyson Hesse,https://www.themoviedb.org/movie/796428
1689,Bermuda Tentacles,40,Science Fiction,        04/04/2014 (US)      ,              2h 6m          ,Nick Lyon,https://www.themoviedb.org/movie/274855
1690,Madres,61.0,Horror,        10/08/2021 (US)      ,              1h 23m          ,Ryan Zaragoza,https://www.themoviedb.org/movie/857910
1691,Geostorm,61.0,"Action, Science Fiction, Thriller",        10/27/2017 (IN)      ,              1h 49m          ,Dean Devlin,https://www.themoviedb.org/movie/5255
1692,Lokillo: Nothing's the Same,79.0,Comedy,        08/12/2021 (ES)      ,              1h 4m          ,José Julián Gaviria,https://www.themoviedb.org/movie/216282
1693,The Polar Express,67.0,"Animation, Family, Adventure, Fantasy, Comedy",        12/24/2004 (IN)      ,              1h 40m          ,Robert Zemeckis,https://www.themoviedb.org/movie/10530
1694,Into the Storm,60,"Action, Thriller",        08/07/2014 (IN)      ,              1h 29m          ,Steven Quale,https://www.themoviedb.org/movie/691179
1695,Pocahontas,70,"Adventure, Animation, Family, Romance",        06/23/1995 (US)      ,              1h 21m          ,Eric Goldberg,https://www.themoviedb.org/movie/652754
1696,Friends: The Reunion,81.0,Documentary,        05/27/2021 (IN)      ,              1h 44m          ,Ben Winston,https://www.themoviedb.org/movie/296524
1697,Dragon Ball Z Side Story: Plan to Eradicate the Saiyans,64.0,"Action, Adventure, Animation",        09/23/1993 (JP)      ,              59m          ,Shigeyasu Yamauchi,https://www.themoviedb.org/movie/9431
1698,Deepwater Horizon,68.0,"Drama, Action",        09/30/2016 (US)      ,              1h 47m          ,Peter Berg,https://www.themoviedb.org/movie/10625
1699,Bordello of Blood,59.0,"Horror, Comedy",        08/16/1996 (US)      ,              1h 27m          ,Gilbert Adler,https://www.themoviedb.org/movie/1372
1700,Mean Girls,72.0,Comedy,        04/30/2004 (CA)      ,              1h 37m          ,Mark Waters,https://www.themoviedb.org/movie/14001
1701,Blood Diamond,75.0,"Drama, Thriller, Action",        06/25/2007 (IN)      ,              2h 23m          ,Edward Zwick,https://www.themoviedb.org/movie/13474
1702,Dead Silence,64.0,Horror,        03/16/2007 (US)      ,              1h 29m          ,James Wan,https://www.themoviedb.org/movie/576004
1703,P2,61.0,"Horror, Thriller",        11/09/2007 (US)      ,              1h 38m          ,Franck Khalfoun,https://www.themoviedb.org/movie/287948
1704,Porno,65.0,"Comedy, Horror",        05/08/2020 (US)      ,              1h 38m          ,Keola Racela,https://www.themoviedb.org/movie/11631
1705,The Transporter Refueled,55.0,"Action, Thriller, Crime",        09/04/2015 (IN)      ,              1h 36m          ,Camille Delamarre,https://www.themoviedb.org/movie/621151
1706,Mamma Mia!,70,"Comedy, Romance",        07/18/2008 (US)      ,              1h 48m          ,Phyllida Lloyd,https://www.themoviedb.org/movie/30497
1707,Spell,64.0,"Thriller, Horror",        06/22/2021 (DE)      ,              1h 31m          ,Mark Tonderai,https://www.themoviedb.org/movie/2667
1708,The Texas Chain Saw Massacre,73.0,Horror,        10/01/1974 (US)      ,              1h 23m          ,Tobe Hooper,https://www.themoviedb.org/movie/614409
1709,The Blair Witch Project,63.0,"Horror, Mystery",        07/30/1999 (US)      ,              1h 21m          ,Daniel Myrick,https://www.themoviedb.org/movie/595280
